AE_safe_err,AE_risk_err,label_content,prob_safe_rel,prob_risk_rel,prob_safe_spat,prob_risk_spat,user_id,SHAP_content,SHAP_rel,SHAP_spat,dominant_perspective
-0.1213303836392412,-0.0421800657022769,0.0244668913429011,0.0,0.0028770292568097,-0.0599120020900868,0.0377385733818603,2598,0.1879773406844193,0.0028770292568097,0.0976505754719471,SHAP_content
-0.0811208686915614,-0.071159794437516,-0.0609226591642849,0.0,-0.0030274070477,0.0891653358805076,-0.0917832929807415,3140,0.2132033222933624,0.0030274070477,0.1809486288612491,SHAP_content
0.2658187943042682,0.1938373238559857,0.073662153500636,0.0,0.0035058697928289,-0.0907102869458506,0.1233866557335192,989,0.5333182716608901,0.0035058697928289,0.2140969426793698,SHAP_content
0.0335661971268239,0.063613029133372,0.0581106831532993,0.0,0.0044175481796011,-0.1038101565035502,0.0902274094959267,923,0.1552899094134954,0.0044175481796011,0.194037565999477,SHAP_spat
0.0367119578949769,-0.1398044181273023,0.0335252911714104,0.0,0.0026776489803453,0.1316292775687918,-0.1604877151690452,3272,0.2100416671936897,0.0026776489803453,0.292116992737837,SHAP_spat
-0.036734941200305,0.2031710438696095,0.059731285555311,0.0,0.0039131659581678,-0.0982940277808063,0.0928120501693666,2397,0.2996372706252257,0.0039131659581678,0.1911060779501729,SHAP_content
0.1110486622625194,-0.1761687972482666,0.0471719491347066,0.0,0.0017512392950811,-0.0983691634270886,0.0736562434372499,2044,0.3343894086454926,0.0017512392950811,0.1720254068643385,SHAP_content
0.254823681461613,-0.0224653798694097,0.0727647124020997,0.0,0.003602846221605,-0.1067033081226682,0.1143104743415374,1980,0.3500537737331225,0.003602846221605,0.2210137824642057,SHAP_content
0.2372179016228551,-0.0264129507741046,0.071373669826676,0.0,0.0034675566551539,-0.1073569143905933,0.1118984960082182,249,0.3350045222236358,0.0034675566551539,0.2192554103988116,SHAP_content
0.1173905724252207,0.0919646444430726,0.0678199968610741,0.0,0.0040187640564517,-0.1044506787473925,0.1062355815118368,1056,0.2771752137293675,0.0040187640564517,0.2106862602592293,SHAP_content
-0.0255253432999966,-0.009103761673841,0.0447030829451362,0.0,0.0032961240911208,-0.0954033106852118,0.0690468515555633,2683,0.0793321879189739,0.0032961240911208,0.1644501622407752,SHAP_spat
0.1948554216409457,0.0021124412451134,0.0695413747418331,0.0,0.0027920561997796,-0.1072859986618715,0.1089561191278445,1346,0.2665092376278923,0.0027920561997796,0.2162421177897161,SHAP_content
-0.1194099830247256,-0.0630879847844136,-0.0447585523284063,0.0,-0.0023015307170291,0.0703103391246498,-0.066623866330789,4297,0.2272565201375456,0.0023015307170291,0.1369342054554389,SHAP_content
-0.1805746663250243,0.0077853819664056,-0.0508977314865168,0.0,-0.002570295758138,0.0765361259958391,-0.0761510429893738,2366,0.2392577797779468,0.002570295758138,0.1526871689852129,SHAP_content
-0.1585702133431902,-0.0149048118340615,-0.0504911311935685,0.0,-0.0025530377090302,0.0762060036069366,-0.0755550864227708,3950,0.2239661563708203,0.0025530377090302,0.1517610900297075,SHAP_content
-0.1475011151457656,-0.0278209478446682,-0.049287640607526,0.0,-0.0025008099829525,0.0750383697052412,-0.0738000802844943,2591,0.2246097035979598,0.0025008099829525,0.1488384499897356,SHAP_content
-0.130706245803325,-0.0483655088285632,-0.0469739111839047,0.0,-0.0024023580975337,0.0728117559706803,-0.0702342255921711,3653,0.226045665815793,0.0024023580975337,0.1430459815628515,SHAP_content
-0.1712362547193908,0.0273648540893778,0.0263406581901379,0.0,0.0024396459300292,-0.0646917118080106,0.0405130738416461,355,0.2249417669989067,0.0024396459300292,0.1052047856496568,SHAP_content
0.1214891296979717,-0.0632266094996326,0.0582779678521638,0.0,0.0027768080894475,-0.1072177386198717,0.0908474008686058,744,0.2429937070497681,0.0027768080894475,0.1980651394884775,SHAP_content
-0.1243109810916606,-0.0513016967145883,-0.049484094458513,0.0,-0.002522849120498,0.0761462572651581,-0.0740112346333893,3097,0.225096772264762,0.002522849120498,0.1501574918985475,SHAP_content
-0.1356984342835946,-0.0420052424369205,-0.0478520052877826,0.0,-0.0024410303467315,0.0737340237397138,-0.071606123198391,2541,0.2255556820082978,0.0024410303467315,0.1453401469381049,SHAP_content
-0.2384853857384671,0.0622872192246826,-0.0530889055819127,0.0,-0.0026953665177452,0.0774749189734999,-0.0701453827922923,3012,0.3538615105450626,0.0026953665177452,0.1476203017657922,SHAP_content
0.2311658517344033,0.0815732470407216,0.0747607579157865,0.0,0.0040132946266016,-0.1018787178521599,0.1190969056572982,844,0.3874998566909115,0.0040132946266016,0.2209756235094581,SHAP_content
0.2264326515742862,0.0704218194703317,0.0743402636048041,0.0,0.005186155287803,-0.1027314491920278,0.118059459732091,723,0.3711947346494221,0.005186155287803,0.2207909089241189,SHAP_content
-0.0962797001466769,-0.0814333647543832,-0.0483763509515184,0.0,-0.0024778831679161,0.0753408102778662,-0.0718060921336116,2228,0.2260894158525787,0.0024778831679161,0.1471469024114779,SHAP_content
-0.06577741123936,-0.0586177782417607,0.0325580284875525,0.0,0.0021549445093468,-0.076969666845806,0.0501571955302144,1976,0.1569532179686733,0.0021549445093468,0.1271268623760205,SHAP_content
-0.1336668022964728,-0.0441113337484534,-0.0478742743611557,0.0,-0.0024434685889652,0.0738746252177824,-0.071636523555365,2955,0.225652410406082,0.0024434685889652,0.1455111487731474,SHAP_content
0.1570360759591382,0.5596029304571776,0.0332002080015506,0.0,0.0008653964779253,-0.0453617700377253,0.0570049033940176,244,0.7498392144178663,0.0008653964779253,0.1023666734317429,SHAP_content
-0.1197532015751636,-0.0625119911460742,-0.0449402969152388,0.0,-0.0023103606904936,0.0705561679086251,-0.0669107588236043,2214,0.2272054896364768,0.0023103606904936,0.1374669267322295,SHAP_content
0.2889864760139313,0.121471190145379,0.07595527873775,0.0,0.0026916935245978,-0.0955112474050909,0.1244284317000246,1298,0.4864129448970603,0.0026916935245978,0.2199396791051156,SHAP_content
0.2572432298704863,0.1662143422654093,0.0749285040916713,0.0,0.003002493365001,-0.0939216682107195,0.1235130736289024,717,0.498386076227567,0.003002493365001,0.217434741839622,SHAP_content
0.1903128813345848,-0.2334135872929692,0.0530974455764,0.0,0.0021756703473944,-0.0938275407195708,0.0803150444388847,3648,0.4768239142039542,0.0021756703473944,0.1741425851584555,SHAP_content
0.2026977343691013,-0.251637660769501,0.0513729010235238,0.0,0.0032896865338918,-0.0936150401812082,0.0799662625832981,392,0.5057082961621262,0.0032896865338918,0.1735813027645064,SHAP_content
0.1301422604807612,0.0179680153339611,0.0647298224753885,0.0,0.0015886626900489,-0.1070571170832549,0.1010300138888664,1746,0.2128400982901109,0.0015886626900489,0.2080871309721214,SHAP_content
-0.104196296475423,-0.0737946833475053,-0.0481515270831581,0.0,-0.0024673618713878,0.0750191640331538,-0.0716694425329284,3292,0.2261425069060865,0.0024673618713878,0.1466886065660823,SHAP_content
-0.1236823117480864,-0.0575353366105745,-0.0455738634436884,0.0,-0.0023387754627277,0.0712467227658431,-0.0679884841158914,4523,0.2267915118023493,0.0023387754627277,0.1392352068817345,SHAP_content
0.2498234128455266,0.0376870563239712,0.0745744508672372,0.0,0.0023974359405694,-0.1038309130242159,0.1181213446434929,1258,0.3620849200367352,0.0023974359405694,0.2219522576677089,SHAP_content
-0.1272704947125338,-0.0528964650927004,-0.0462394086096567,0.0,-0.0023687791949048,0.0719827947215903,-0.0690798757084774,2988,0.2264063684148911,0.0023687791949048,0.1410626704300678,SHAP_content
-0.1468448071813529,-0.0286108108690565,-0.0492112710698187,0.0,-0.0024975934159918,0.074964680849409,-0.0736724259117664,3106,0.2246668891202281,0.0024975934159918,0.1486371067611754,SHAP_content
-0.0396065591764464,0.0738615442930066,0.0502686233122395,0.0,0.0017176023850417,-0.0989932616421937,0.0777191262614855,85,0.1637367267816927,0.0017176023850417,0.1767123879036792,SHAP_spat
0.260945622082923,0.0572048546620539,0.0755456043812907,0.0,0.003537167005023,-0.102019812724867,0.1204183435746638,746,0.3936960811262677,0.003537167005023,0.2224381562995309,SHAP_content
0.1021045316846436,0.4194180487487126,0.063597445606252,0.0,0.003455247355546,-0.0766094341506325,0.1097181655647367,1180,0.5851200260396083,0.003455247355546,0.1863275997153692,SHAP_content
-0.0190934723724001,-0.1196037919669648,-0.0659399023865165,0.0,-0.0032275230956326,0.0945198064337817,-0.0998483587938088,3964,0.2046371667258815,0.0032275230956326,0.1943681652275906,SHAP_content
-0.0713822215970523,0.129722578631087,0.0511088285763204,0.0,0.0029481434738028,-0.0977754491915896,0.0790217921225006,1315,0.2522136288044599,0.0029481434738028,0.1767972413140902,SHAP_content
-0.1277632241047168,-0.0449389057735483,-0.0511785066388165,0.0,-0.0025989308597975,0.077992018657569,-0.0766617176170188,2090,0.2238806365170817,0.0025989308597975,0.1546537362745878,SHAP_content
0.1839720720827484,-0.0297893218075057,0.0669165222519028,0.0,0.0041334042138145,-0.1083766743484088,0.1045879110332501,1101,0.2806779161421571,0.0041334042138145,0.212964585381659,SHAP_content
0.1230307675452258,0.0198054372703933,0.0642890329007826,0.0,0.0035040836915491,-0.1068689384250028,0.1002978634764151,912,0.2071252377164017,0.0035040836915491,0.207166801901418,SHAP_spat
0.1828565357766353,-0.1712589648173597,0.0608358090186254,0.0,0.0020965708293045,-0.058745969411722,0.0801075737010217,3435,0.4149513096126205,0.0020965708293045,0.1388535431127437,SHAP_content
0.2142048094086277,0.3559148615592867,0.0627379406896634,0.0,0.0028419793722765,-0.0767119314428538,0.1111145094754928,962,0.6328576116575779,0.0028419793722765,0.1878264409183467,SHAP_content
0.2492755033910931,0.1174481451958282,0.0756461632614528,0.0,0.0036853337884662,-0.0983960436109487,0.1222091080770221,554,0.4423698118483743,0.0036853337884662,0.2206051516879708,SHAP_content
0.1831010637545754,-0.0299133442189453,0.0668159022252477,0.0,0.0038486694557324,-0.1083760992607463,0.1044213790970433,265,0.2798303101987686,0.0038486694557324,0.2127974783577896,SHAP_content
-0.1273195000590584,-0.0528193714151564,-0.0462616700094366,0.0,-0.0023698997586981,0.072011619180057,-0.0691132616368386,3029,0.2264005414836516,0.0023698997586981,0.1411248808168957,SHAP_content
-0.1210404948007443,-0.0557085697180579,-0.048786753839311,0.0,-0.0024919660033547,0.075423668647534,-0.0729382269853566,2428,0.2255358183581132,0.0024919660033547,0.1483618956328906,SHAP_content
-0.1348493433804806,-0.0391533329493202,-0.050387954062501,0.0,-0.0025588058023486,0.0768544227252366,-0.0754511637590743,3051,0.2243906303923019,0.0025588058023486,0.152305586484311,SHAP_content
-0.1831635081733721,0.0115965240045225,-0.0518304315347578,0.0,-0.0026174165697512,0.0776466470561365,-0.0775040433795859,4588,0.2465904637126524,0.0026174165697512,0.1551506904357225,SHAP_content
-0.1229225307278981,-0.0580322462663599,-0.0458419966485016,0.0,-0.0023524928431368,0.0716692879306653,-0.0683856149157488,3086,0.2267967736427597,0.0023524928431368,0.1400549028464142,SHAP_content
-0.1690252308129058,-0.0034418472999182,-0.051120995747459,0.0,-0.0025809901136338,0.0767656229198759,-0.076467519982366,2557,0.2235880738602832,0.0025809901136338,0.153233142902242,SHAP_content
-0.1145788142713878,-0.0304198644776924,-0.063785938907662,0.0,-0.0031385364498911,0.0910140492427143,-0.0964300967098121,3139,0.2087846176567424,0.0031385364498911,0.1874441459525264,SHAP_content
-0.1329582513679626,-0.0456439574346947,-0.0472359502983608,0.0,-0.0024129928068114,0.0730353447377734,-0.0706564129140878,2069,0.2258381591010181,0.0024129928068114,0.1436917576518613,SHAP_content
0.0573011922073095,-0.0093349599019962,0.0551581555282374,0.0,0.0025564611316019,-0.1043857752168879,0.0856863618147019,106,0.1217943076375431,0.0025564611316019,0.1900721370315899,SHAP_spat
-0.1978809703560698,0.0280227153116902,-0.0528607497045312,0.0,-0.0026790581104981,0.0789945389706439,-0.0790498010817744,3602,0.2787644353722913,0.0026790581104981,0.1580443400524184,SHAP_content
0.0378627829015604,-0.0311890103691466,0.0513270865617041,0.0,0.0049622158100453,-0.1002292690920461,0.0791714681278482,2007,0.1203788798324113,0.0049622158100453,0.1794007372198944,SHAP_spat
0.1818157346344807,-0.1026855168885029,0.0619101149599573,0.0,0.0047210270601858,-0.1091511815503693,0.0966368835989124,437,0.3464113664829411,0.0047210270601858,0.2057880651492817,SHAP_content
0.055607955183431,-0.0501664556517647,0.051682782912327,0.0,0.0042715193354969,-0.1028061442258936,0.0803136955074814,1800,0.1574571937475227,0.0042715193354969,0.183119839733375,SHAP_spat
-0.1249600130085083,0.0546130853735121,0.0372670182128407,0.0,0.0030311137245891,-0.0850550510629923,0.0573126655496812,2235,0.2168401165948612,0.0030311137245891,0.1423677166126736,SHAP_content
-0.112276808642748,-0.071642612715501,-0.0439259548076557,0.0,-0.0022639628514279,0.0693908776981113,-0.0651427126572689,3543,0.2278453761659048,0.0022639628514279,0.1345335903553802,SHAP_content
-0.0750990220779215,0.0166810072454326,0.0402544371191917,0.0,0.0024574298448045,-0.0895521995668859,0.0619642213378168,3062,0.1320344664425459,0.0024574298448045,0.1515164209047028,SHAP_spat
-0.0140230186532695,-0.0885674702674507,0.0376993086427376,0.0,0.0027688251197868,-0.0858737869166712,0.0583381846658412,2212,0.1402897975634579,0.0027688251197868,0.1442119715825125,SHAP_spat
-0.1324112428826724,-0.0463259702977422,-0.0471436133192595,0.0,-0.0024089288178977,0.0729429441513192,-0.0705254089018959,2441,0.2258808264996742,0.0024089288178977,0.1434683530532151,SHAP_content
0.1462952116481664,-0.1619074505237999,0.053234627489108,0.0,0.0039965374033763,-0.1047088723934959,0.0831082159411527,4572,0.3614372896610743,0.0039965374033763,0.1878170883346486,SHAP_content
